,work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
119,2021,MI,FT,Data Engineer,200000,USD,US,100,US,L,200000
120,2021,MI,FT,Big Data Engineer,60000,USD,ES,50,RO,M,60000
121,2021,SE,FT,Principal Data Engineer,200000,USD,US,100,US,M,200000
122,2021,EN,FT,Data Analyst,50000,USD,US,100,US,M,50000
123,2021,EN,FT,Applied Data Scientist,80000,GBP,GB,0,GB,L,93600
124,2021,EN,PT,Data Analyst,8760,EUR,ES,50,ES,M,8847.6
125,2021,MI,FT,Principal Data Scientist,151000,USD,US,100,US,L,151000
126,2021,SE,FT,Machine Learning Scientist,120000,USD,US,50,US,S,120000
127,2021,MI,FT,Data Scientist,700000,INR,IN,0,IN,S,9100
128,2021,EN,FT,Machine Learning Engineer,20000,USD,IN,100,IN,S,20000
129,2021,SE,FT,Lead Data Scientist,3000000,INR,IN,50,IN,L,39000
130,2021,EN,FT,Machine Learning Developer,100000,USD,IQ,50,IQ,S,100000
131,2021,EN,FT,Data Scientist,42000,EUR,FR,50,FR,M,42420
132,2021,MI,FT,Applied Machine Learning Scientist,38400,USD,VN,100,US,M,38400
133,2021,SE,FT,Computer Vision Engineer,24000,USD,BR,100,BR,M,24000
134,2021,EN,FT,Data Scientist,100000,USD,US,0,US,S,100000
135,2021,MI,FT,Data Analyst,90000,USD,US,100,US,M,90000
136,2021,MI,FT,ML Engineer,7000000,JPY,JP,50,JP,S,49000
137,2021,MI,FT,ML Engineer,8500000,JPY,JP,50,JP,S,59500
138,2021,SE,FT,Principal Data Scientist,220000,USD,US,0,US,L,220000
139,2021,EN,FT,Data Scientist,80000,USD,US,100,US,M,80000
140,2021,MI,FT,Data Analyst,135000,USD,US,100,US,L,135000
141,2021,SE,FT,Data Science Manager,240000,USD,US,0,US,L,240000
142,2021,SE,FT,Data Engineering Manager,150000,USD,US,0,US,L,150000
143,2021,MI,FT,Data Scientist,82500,USD,US,100,US,S,82500
144,2021,MI,FT,Data Engineer,100000,USD,US,100,US,L,100000
145,2021,SE,FT,Machine Learning Engineer,70000,EUR,BE,50,BE,M,70700
146,2021,MI,FT,Research Scientist,53000,EUR,FR,50,FR,M,53530
147,2021,MI,FT,Data Engineer,90000,USD,US,100,US,L,90000
148,2021,SE,FT,Data Engineering Manager,153000,USD,US,100,US,L,153000
149,2021,SE,FT,Cloud Data Engineer,160000,USD,BR,100,US,S,160000
150,2021,SE,FT,Director of Data Science,168000,USD,JP,0,JP,S,168000
151,2021,MI,FT,Data Scientist,150000,USD,US,100,US,M,150000
152,2021,MI,FT,Data Scientist,95000,CAD,CA,100,CA,L,73150
153,2021,EN,FT,Data Scientist,13400,USD,UA,100,UA,L,13400
154,2021,SE,FT,Data Science Manager,144000,USD,US,100,US,L,144000
155,2021,SE,FT,Data Science Engineer,159500,CAD,CA,50,CA,L,122815
156,2021,MI,FT,Data Scientist,160000,SGD,SG,100,IL,M,115200
157,2021,MI,FT,Applied Machine Learning Scientist,423000,USD,US,50,US,L,423000
158,2021,SE,FT,Data Analytics Manager,120000,USD,US,100,US,M,120000
159,2021,EN,FT,Machine Learning Engineer,125000,USD,US,100,US,S,125000
160,2021,EX,FT,Head of Data,230000,USD,RU,50,RU,L,230000
161,2021,EX,FT,Head of Data Science,85000,USD,RU,0,RU,M,85000
162,2021,MI,FT,Data Engineer,24000,EUR,MT,50,MT,L,24240
163,2021,EN,FT,Data Science Consultant,54000,EUR,DE,50,DE,L,54540
164,2021,EX,FT,Director of Data Science,110000,EUR,DE,50,DE,M,111100
165,2021,SE,FT,Data Specialist,165000,USD,US,100,US,L,165000
166,2021,EN,FT,Data Engineer,80000,USD,US,100,US,L,80000
167,2021,EX,FT,Director of Data Science,250000,USD,US,0,US,L,250000
168,2021,EN,FT,BI Data Analyst,55000,USD,US,50,US,S,55000
169,2021,MI,FT,Data Architect,150000,USD,US,100,US,L,150000
170,2021,MI,FT,Data Architect,170000,USD,US,100,US,L,170000
171,2021,MI,FT,Data Engineer,60000,GBP,GB,100,GB,L,70200
172,2021,EN,FT,Data Analyst,60000,USD,US,100,US,S,60000
173,2021,SE,FT,Principal Data Scientist,235000,USD,US,100,US,L,235000
174,2021,SE,FT,Research Scientist,51400,EUR,PT,50,PT,L,51914
175,2021,SE,FT,Data Engineering Manager,174000,USD,US,100,US,L,174000
176,2021,MI,FT,Data Scientist,58000,MXN,MX,0,MX,S,2958
177,2021,MI,FT,Data Scientist,30400000,CLP,CL,100,CL,L,33440
178,2021,EN,FT,Machine Learning Engineer,81000,USD,US,50,US,S,81000
179,2021,MI,FT,Data Scientist,420000,INR,IN,100,US,S,5460
180,2021,MI,FT,Big Data Engineer,1672000,INR,IN,0,IN,L,21736
181,2021,MI,FT,Data Scientist,76760,EUR,DE,50,DE,L,77527.6
182,2021,MI,FT,Data Engineer,22000,EUR,RO,0,US,L,22220
183,2021,SE,FT,Finance Data Analyst,45000,GBP,GB,50,GB,L,52650
184,2021,MI,FL,Machine Learning Scientist,12000,USD,PK,50,PK,M,12000
185,2021,MI,FT,Data Engineer,4000,USD,IR,100,IR,M,4000
186,2021,SE,FT,Data Analytics Engineer,50000,USD,VN,100,GB,M,50000
187,2021,EX,FT,Data Science Consultant,59000,EUR,FR,100,ES,S,59590
188,2021,SE,FT,Data Engineer,65000,EUR,RO,50,GB,S,65650
189,2021,MI,FT,Machine Learning Engineer,74000,USD,JP,50,JP,S,74000
190,2021,SE,FT,Data Science Manager,152000,USD,US,100,FR,L,152000
191,2021,EN,FT,Machine Learning Engineer,21844,USD,CO,50,CO,M,21844
192,2021,MI,FT,Big Data Engineer,18000,USD,MD,0,MD,S,18000
193,2021,SE,FT,Data Science Manager,174000,USD,US,100,US,L,174000
194,2021,SE,FT,Research Scientist,120500,CAD,CA,50,CA,L,92785
195,2021,MI,FT,Data Scientist,147000,USD,US,50,US,L,147000
196,2021,EN,FT,BI Data Analyst,9272,USD,KE,100,KE,S,9272
197,2021,SE,FT,Machine Learning Engineer,1799997,INR,IN,100,IN,L,23399.961
198,2021,SE,FT,Data Science Manager,4000000,INR,IN,50,US,L,52000
199,2021,EN,FT,Data Science Consultant,90000,USD,US,100,US,S,90000
200,2021,MI,FT,Data Scientist,52000,EUR,DE,50,AT,M,52520
201,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,US,100,US,M,195000
202,2021,MI,FT,Data Scientist,32000,EUR,ES,100,ES,L,32320
203,2021,SE,FT,Research Scientist,50000,USD,FR,100,US,S,50000
204,2021,MI,FT,Data Scientist,160000,USD,US,100,US,L,160000
205,2021,MI,FT,Data Scientist,69600,BRL,BR,0,BR,S,13920
206,2021,SE,FT,Machine Learning Engineer,200000,USD,US,100,US,L,200000
207,2021,SE,FT,Data Engineer,165000,USD,US,0,US,M,165000
208,2021,MI,FL,Data Engineer,20000,USD,IT,0,US,L,20000
209,2021,SE,FT,Data Analytics Manager,120000,USD,US,0,US,L,120000
210,2021,MI,FT,Machine Learning Engineer,21000,EUR,SI,50,SI,L,21210
211,2021,MI,FT,Research Scientist,48000,EUR,FR,50,FR,S,48480
212,2021,MI,FT,Data Engineer,48000,GBP,HK,50,GB,S,56160
213,2021,EN,FT,Big Data Engineer,435000,INR,IN,0,CH,L,5655
214,2021,EN,FT,Machine Learning Engineer,21000,EUR,DE,50,DE,M,21210
215,2021,SE,FT,Principal Data Engineer,185000,USD,US,100,US,L,185000
216,2021,EN,PT,Computer Vision Engineer,180000,DKK,DK,50,DK,S,25200
217,2021,MI,FT,Data Scientist,76760,EUR,DE,50,DE,L,77527.6
218,2021,MI,FT,Machine Learning Engineer,75000,EUR,BE,100,BE,M,75750
219,2021,SE,FT,Data Analytics Manager,140000,USD,US,100,US,L,140000
220,2021,MI,FT,Machine Learning Engineer,180000,PLN,PL,100,PL,L,38709
221,2021,MI,FT,Data Scientist,85000,GBP,GB,50,GB,L,99450
222,2021,MI,FT,Data Scientist,2500000,INR,IN,0,IN,M,32500
223,2021,MI,FT,Data Scientist,40900,GBP,GB,50,GB,L,47853
224,2021,SE,FT,Machine Learning Scientist,225000,USD,US,100,CA,L,225000
225,2021,EX,CT,Principal Data Scientist,416000,USD,US,100,US,S,416000
226,2021,SE,FT,Data Scientist,110000,CAD,CA,100,CA,S,84700
227,2021,MI,FT,Data Scientist,75000,EUR,DE,50,DE,L,75750
228,2021,SE,FT,Data Scientist,135000,USD,US,0,US,L,135000
229,2021,SE,FT,Data Analyst,90000,CAD,CA,100,CA,M,69300
230,2021,EN,FT,Big Data Engineer,1200000,INR,IN,100,IN,L,15600
231,2021,SE,FT,ML Engineer,256000,USD,US,100,US,S,256000
232,2021,SE,FT,Director of Data Engineering,200000,USD,US,100,US,L,200000
233,2021,SE,FT,Data Analyst,200000,USD,US,100,US,L,200000
234,2021,MI,FT,Data Architect,180000,USD,US,100,US,L,180000
235,2021,MI,FT,Head of Data Science,110000,USD,US,0,US,S,110000
236,2021,MI,FT,Research Scientist,80000,CAD,CA,100,CA,M,61600
237,2021,MI,FT,Data Scientist,39600,EUR,ES,100,ES,M,39996
238,2021,EN,FT,Data Scientist,4000,USD,VN,0,VN,M,4000
239,2021,EN,FT,Data Engineer,1600000,INR,IN,50,IN,M,20800
240,2021,SE,FT,Data Scientist,130000,CAD,CA,100,CA,L,100100
241,2021,MI,FT,Data Analyst,80000,USD,US,100,US,L,80000
242,2021,MI,FT,Data Engineer,110000,USD,US,100,US,L,110000
243,2021,SE,FT,Data Scientist,165000,USD,US,100,US,L,165000
244,2021,EN,FT,AI Scientist,1335000,INR,IN,100,AS,S,17355
245,2021,MI,FT,Data Engineer,52500,GBP,GB,50,GB,L,61425
246,2021,EN,FT,Data Scientist,31000,EUR,FR,50,FR,L,31310
247,2021,MI,FT,Data Engineer,108000,TRY,TR,0,TR,M,5925.528
248,2021,SE,FT,Data Engineer,70000,GBP,GB,50,GB,L,81900
249,2021,SE,FT,Principal Data Analyst,170000,USD,US,100,US,M,170000
250,2021,MI,FT,Data Scientist,115000,USD,US,50,US,L,115000
251,2021,EN,FT,Data Scientist,90000,USD,US,100,US,S,90000
252,2021,EX,FT,Principal Data Engineer,600000,USD,US,100,US,L,600000
253,2021,EN,FT,Data Scientist,2100000,INR,IN,100,IN,M,27300
254,2021,MI,FT,Data Analyst,93000,USD,US,100,US,L,93000
255,2021,SE,FT,Big Data Architect,125000,CAD,CA,50,CA,M,96250
256,2021,MI,FT,Data Engineer,200000,USD,US,100,US,L,200000
257,2021,SE,FT,Principal Data Scientist,147000,EUR,DE,100,DE,M,148470
258,2021,SE,FT,Machine Learning Engineer,185000,USD,US,50,US,L,185000
259,2021,EX,FT,Director of Data Science,120000,EUR,DE,0,DE,L,121200
260,2021,MI,FT,Data Scientist,130000,USD,US,50,US,L,130000
261,2021,SE,FT,Data Analyst,54000,EUR,DE,50,DE,L,54540
262,2021,MI,FT,Data Scientist,1250000,INR,IN,100,IN,S,16250
263,2021,SE,FT,Machine Learning Engineer,4900000,INR,IN,0,IN,L,63700
264,2021,MI,FT,Data Scientist,21600,EUR,RS,100,DE,S,21816
265,2021,SE,FT,Lead Data Engineer,160000,USD,PR,50,US,S,160000
266,2021,MI,FT,Data Engineer,93150,USD,US,0,US,M,93150
267,2021,MI,FT,Data Engineer,111775,USD,US,0,US,M,111775
268,2021,MI,FT,Data Engineer,250000,TRY,TR,100,TR,M,13716.5
269,2021,EN,FT,Data Engineer,55000,EUR,DE,50,DE,M,55550
270,2021,EN,FT,Data Engineer,72500,USD,US,100,US,L,72500
271,2021,SE,FT,Computer Vision Engineer,102000,BRL,BR,0,BR,M,20400
272,2021,EN,FT,Data Science Consultant,65000,EUR,DE,0,DE,L,65650
273,2021,EN,FT,Machine Learning Engineer,85000,USD,NL,100,DE,S,85000
274,2021,SE,FT,Data Scientist,65720,EUR,FR,50,FR,M,66377.2
275,2021,EN,FT,Data Scientist,100000,USD,US,100,US,M,100000
276,2021,EN,FT,Data Scientist,58000,USD,US,50,US,L,58000
277,2021,SE,FT,AI Scientist,55000,USD,ES,100,ES,L,55000
278,2021,SE,FT,Data Scientist,180000,TRY,TR,50,TR,L,9875.88
279,2021,EN,FT,Business Data Analyst,50000,EUR,LU,100,LU,L,50500
280,2021,MI,FT,Data Engineer,112000,USD,US,100,US,L,112000
281,2021,EN,FT,Research Scientist,100000,USD,JE,0,CN,L,100000
282,2021,MI,PT,Data Engineer,59000,EUR,NL,100,NL,L,59590
283,2021,SE,CT,Staff Data Scientist,105000,USD,US,100,US,M,105000
284,2021,MI,FT,Research Scientist,69999,USD,CZ,50,CZ,L,69999
285,2021,SE,FT,Data Science Manager,7000000,INR,IN,50,IN,L,91000
286,2021,SE,FT,Head of Data,87000,EUR,SI,100,SI,L,87870
287,2021,MI,FT,Data Scientist,109000,USD,US,50,US,L,109000
288,2021,MI,FT,Machine Learning Engineer,43200,EUR,IT,50,IT,L,43632
